country,year,patents
LR,1995,2
LR,2000,1
LR,2004,1
LR,2005,3
LR,2006,3
LR,2007,3
LR,2008,3
LR,2009,3
LR,2011,4
LR,2012,9
LR,2013,1
LR,2014,2
LR,2016,2
LR,2017,3
LR,2018,1
LR,2022,1
LS,1980,1
LS,1982,1
LS,1991,1
LS,1995,1
LS,2021,1
LT,1976,3
LT,1977,3
LT,1978,4
LT,1979,2
LT,1980,5
LT,1981,2
LT,1983,3
LT,1984,3
LT,1985,2
LT,1988,3
LT,1989,1
LT,1990,3
LT,1991,1
LT,1992,2
LT,1993,2
LT,1995,1
LT,1996,1
LT,1997,4
LT,1998,4
LT,1999,4
LT,2000,2
LT,2001,4
LT,2002,5
LT,2003,2
LT,2004,6
LT,2005,13
LT,2006,28
LT,2007,26
LT,2008,26
LT,2009,8
LT,2010,12
LT,2011,11
LT,2012,8
LT,2013,10
LT,2014,9
LT,2015,13
LT,2016,28
LT,2017,22
LT,2018,25
LT,2019,25
LT,2020,30
LT,2021,48
LT,2022,114
LT,2023,226
LT,2024,186
LT,2025,124
LU,1976,15
LU,1977,22
LU,1978,19
LU,1979,22
LU,1980,18
LU,1981,39
LU,1982,30
LU,1983,27
LU,1984,33
LU,1985,44
LU,1986,39
LU,1987,30
LU,1988,43
LU,1989,48
LU,1990,34
LU,1991,51
LU,1992,46
LU,1993,54
LU,1994,54
LU,1995,44
LU,1996,36
LU,1997,59
LU,1998,54
LU,1999,51
LU,2000,78
LU,2001,79
LU,2002,89
LU,2003,79
LU,2004,85
LU,2005,78
LU,2006,70
LU,2007,85
LU,2008,64
LU,2009,90
LU,2010,69
LU,2011,76
LU,2012,80
LU,2013,99
LU,2014,109
LU,2015,118
LU,2016,112
LU,2017,133
LU,2018,124
LU,2019,137
LU,2020,165
LU,2021,107
LU,2022,121
LU,2023,154
LU,2024,147
LU,2025,181
LV,1976,24
LV,1977,7
LV,1978,10
LV,1979,9
LV,1980,9
LV,1981,9
LV,1982,2
LV,1983,5
LV,1984,10
LV,1985,3
LV,1986,6
LV,1987,4
LV,1988,6
LV,1989,2
LV,1990,1
LV,1991,10
LV,1992,2
LV,1994,2
LV,1996,1
LV,1997,5
LV,1998,5
LV,1999,7
LV,2000,6
LV,2001,2
LV,2002,1
LV,2003,6
LV,2004,3
LV,2005,4
LV,2006,5
LV,2007,6
LV,2008,4
LV,2009,8
LV,2010,7
LV,2011,12
LV,2012,12
LV,2013,17
LV,2014,16
LV,2015,11
LV,2016,19
LV,2017,14
LV,2018,13
LV,2019,14
LV,2020,22
LV,2021,29
LV,2022,27
LV,2023,34
LV,2024,24
LV,2025,53
LY,1981,1
LY,1983,1
LY,1995,1
LY,1996,1
LY,1999,1
LY,2000,1
LY,2011,1
LY,2013,1
LY,2017,1
LY,2024,1
MA,1976,2
MA,1977,6
MA,1981,1
MA,1983,1
MA,1984,3
MA,1985,5
MA,1988,3
MA,1989,2
MA,1990,2
MA,1991,1
MA,1993,1
MA,1994,1
MA,1995,3
MA,1996,2
MA,1997,2
MA,1998,2
MA,1999,4
MA,2000,9
MA,2001,2
MA,2002,1
MA,2003,3
MA,2004,4
MA,2005,3
MA,2006,6
MA,2007,1
MA,2008,6
MA,2009,6
MA,2010,2
MA,2011,7
MA,2012,5
MA,2013,4
MA,2014,8
MA,2015,13
MA,2016,4
MA,2017,4
MA,2018,13
MA,2019,7
MA,2020,7
MA,2021,16
MA,2022,13
MA,2023,16
MA,2024,19
MA,2025,17
MC,1976,5
MC,1977,8
MC,1978,8
MC,1979,2
MC,1980,7
MC,1981,5
MC,1982,6
MC,1983,5
MC,1984,6
MC,1985,11
MC,1986,3
MC,1987,3
MC,1988,4
MC,1989,7
MC,1990,7
MC,1991,7
MC,1992,6
MC,1993,5
MC,1994,7
MC,1995,2
MC,1996,4
MC,1997,12
MC,1998,7
MC,1999,18
MC,2000,15
MC,2001,22
MC,2002,22
MC,2003,11
MC,2004,13
MC,2005,10
MC,2006,18
MC,2007,13
MC,2008,12
MC,2009,9
MC,2010,13
MC,2011,9
MC,2012,13
MC,2013,19
MC,2014,24
MC,2015,21
MC,2016,14
MC,2017,20
MC,2018,19
MC,2019,21
MC,2020,15
MC,2021,12
MC,2022,18
MC,2023,13
MC,2024,16
MC,2025,23
MD,1977,1
MD,1978,2
MD,1980,2
MD,1982,2
MD,1985,1
MD,1990,2
MD,1991,1
MD,1992,1
MD,1997,1
MD,2003,1
MD,2004,1
MD,2006,1
MD,2011,2
MD,2012,2
MD,2013,1
MD,2014,3
MD,2015,4
MD,2016,2
MD,2017,2
MD,2018,2
MD,2019,5
MD,2020,1
MD,2021,5
MD,2022,8
MD,2023,1
MD,2024,4
MD,2025,4
ME,1978,1
ME,1979,1
ME,1981,1
ME,1982,1
ME,1983,2
ME,1985,1
ME,1989,1
ME,1990,6
ME,1991,4
ME,1992,1
ME,1993,2
ME,1997,1
ME,2005,1
ME,2007,2
ME,2008,1
ME,2012,1
ME,2014,1
ME,2019,3
ME,2021,5
ME,2022,4
ME,2023,6
ME,2024,3
ME,2025,2
MG,1978,1
MG,1993,1
MG,1996,1
MG,1999,2
MG,2001,2
MG,2002,1
MG,2003,1
MG,2004,1
MG,2005,1
MG,2008,1
MG,2011,1
MG,2014,1
MG,2018,1
MG,2019,1
MG,2022,1
MG,2023,1
MG,2025,1
MK,1977,1
MK,1980,2
MK,1981,2
MK,1984,1
MK,1986,1
MK,1990,1
MK,1992,1
MK,2003,1
MK,2008,1
MK,2011,3
MK,2014,1
MK,2015,2
MK,2016,1
MK,2017,1
MK,2018,4
MK,2019,2
MK,2020,4
MK,2022,3
MK,2023,4
MK,2024,4
MK,2025,5
ML,1989,1
ML,1992,1
ML,1995,2
ML,1996,2
ML,1997,1
ML,1998,2
ML,1999,1
ML,2000,1
ML,2002,3
ML,2003,2
ML,2004,2
ML,2005,1
ML,2007,1
ML,2009,2
ML,2012,1
ML,2015,1
ML,2016,1
ML,2018,1
ML,2024,1
ML,2025,1
MM,1976,1
MM,1977,1
MM,1978,3
MM,1980,1
MM,1981,3
MM,1984,2
MM,1985,3
MM,1988,1
MM,1990,1
MM,1991,2
MM,1994,2
MM,1995,2
MM,1997,1
MM,1998,3
MM,2000,1
MM,2004,1
MM,2011,1
MM,2012,1
MM,2014,1
MM,2015,1
MM,2018,3
MM,2019,2
MM,2020,1
MM,2021,2
MM,2022,1
MM,2023,3
MM,2024,2
MM,2025,1
MN,1991,2
MN,1992,4
MN,1993,1
MN,1994,3
MN,1995,1
MN,2012,1
MN,2013,1
MN,2015,3
MN,2017,1
MN,2018,2
MN,2019,2
MN,2020,1
MN,2021,1
MN,2022,1
MN,2023,3
MN,2024,1
MT,1978,2
MT,1980,1
MT,1988,1
MT,1989,1
MT,1992,1
MT,1993,1
MT,1994,1
MT,1995,1
MT,1997,1
MT,1998,2
MT,2000,2
MT,2001,1
MT,2002,1
MT,2003,3
MT,2004,2
MT,2005,1
MT,2006,2
MT,2007,2
MT,2008,1
MT,2009,6
MT,2010,4
MT,2011,6
MT,2012,5
MT,2013,12
MT,2014,19
MT,2015,9
MT,2016,22
MT,2017,11
MT,2018,8
MT,2019,30
MT,2020,28
MT,2021,32
MT,2022,50
MT,2023,43
MT,2024,38
MT,2025,36
MU,1985,1
MU,1988,2
MU,1989,2
MU,1990,1
MU,1991,2
MU,1992,8
MU,1993,4
MU,1994,7
MU,1995,6
MU,1996,4
MU,1997,7
MU,1998,7
MU,1999,8
MU,2000,3
MU,2001,9
MU,2002,6
MU,2003,2
MU,2004,7
MU,2005,4
MU,2006,4
MU,2007,9
MU,2008,9
MU,2009,9
MU,2010,7
MU,2011,9
MU,2012,13
MU,2013,13
MU,2014,11
MU,2015,16
MU,2016,10
MU,2017,18
MU,2018,13
MU,2019,13
MU,2020,7
MU,2021,9
MU,2022,4
MU,2023,2
MU,2024,4
MU,2025,4
MW,1976,1
MW,1981,1
MW,2015,1
MW,2019,1
MW,2022,1
MW,2025,1
MX,1976,94
MX,1977,52
MX,1978,41
MX,1979,43
MX,1980,49
MX,1981,48
MX,1982,53
MX,1983,45
MX,1984,48
MX,1985,45
MX,1986,46
MX,1987,61
MX,1988,46
MX,1989,50
MX,1990,42
MX,1991,49
MX,1992,54
MX,1993,57
MX,1994,61
MX,1995,61
MX,1996,69
MX,1997,78
MX,1998,110
MX,1999,119
MX,2000,135
MX,2001,132
MX,2002,154
MX,2003,130
MX,2004,136
MX,2005,124
MX,2006,126
MX,2007,123
MX,2008,125
MX,2009,123
MX,2010,154
MX,2011,182
MX,2012,231
MX,2013,286
MX,2014,314
MX,2015,303
MX,2016,383
MX,2017,477
MX,2018,522
MX,2019,603
MX,2020,573
MX,2021,478
MX,2022,465
MX,2023,445
MX,2024,461
MX,2025,524
MY,1976,3
MY,1977,5
MY,1978,1
MY,1979,2
MY,1980,2
MY,1981,1
MY,1982,3
MY,1983,7
MY,1984,5
MY,1985,5
MY,1986,6
MY,1987,4
MY,1988,3
MY,1989,5
MY,1990,8
MY,1991,14
MY,1992,14
MY,1993,27
MY,1994,30
MY,1995,11
MY,1996,31
MY,1997,35
MY,1998,46
MY,1999,54
MY,2000,68
MY,2001,84
MY,2002,102
MY,2003,98
MY,2004,128
MY,2005,131
MY,2006,194
MY,2007,230
MY,2008,218
MY,2009,233
MY,2010,295
MY,2011,271
MY,2012,306
MY,2013,311
MY,2014,380
MY,2015,381
MY,2016,384
MY,2017,378
MY,2018,345
MY,2019,422
MY,2020,406
MY,2021,385
MY,2022,373
MY,2023,339
MY,2024,347
MY,2025,400
MZ,2019,1
MZ,2021,2
MZ,2022,1
MZ,2023,2
NE,1978,2
NE,1979,1
NE,1980,2
NE,1981,1
NE,1983,1
NE,1985,1
NE,1990,1
NE,1991,1
NE,1992,1
NE,1995,1
NE,1996,3
NE,1997,1
NE,1999,2
NE,2000,2
NE,2001,3
NE,2003,1
NE,2004,1
NE,2007,1
NE,2008,1
NE,2010,1
NE,2012,1
NE,2013,2
NE,2014,1
NE,2015,1
NE,2017,1
NE,2018,1
NE,2024,1
NG,1976,2
NG,1977,1
NG,1978,4
NG,1979,8
NG,1980,9
NG,1981,9
NG,1982,10
NG,1983,4
NG,1984,6
NG,1985,6
NG,1986,10
NG,1987,8
NG,1988,4
NG,1989,9
NG,1990,6
NG,1991,6
NG,1992,9
NG,1993,9
NG,1994,10
NG,1995,12
NG,1996,7
NG,1997,2
NG,1998,7
NG,1999,1
NG,2000,3
NG,2001,1
NG,2002,6
NG,2003,4
NG,2004,7
NG,2005,5
NG,2006,7
NG,2007,3
NG,2008,5
NG,2009,2
NG,2010,3
NG,2011,2
NG,2012,3
NG,2013,4
NG,2014,7
NG,2015,3
NG,2016,3
NG,2017,9
NG,2018,6
NG,2019,4
NG,2020,7
NG,2021,6
NG,2022,6
NG,2023,6
NG,2024,1
NG,2025,2
NI,1978,1
NI,1993,1
NI,1994,1
NI,1999,1
NI,2003,1
NI,2012,1
NI,2013,2
NI,2014,1
NI,2015,1
NI,2016,2
NI,2017,1
NL,1976,791
NL,1977,758
NL,1978,724
NL,1979,565
NL,1980,709
NL,1981,701
NL,1982,685
NL,1983,698
NL,1984,796
NL,1985,869
NL,1986,856
NL,1987,1047
NL,1988,956
NL,1989,1238
NL,1990,1123
NL,1991,1154
NL,1992,1072
NL,1993,1020
NL,1994,1086
NL,1995,994
NL,1996,1007
NL,1997,1019
NL,1998,1513
NL,1999,1628
NL,2000,1665
NL,2001,1747
NL,2002,1966
NL,2003,1875
NL,2004,1857
NL,2005,1454
NL,2006,1958
NL,2007,1907
NL,2008,2007
NL,2009,1943
NL,2010,2382
NL,2011,2516
NL,2012,2771
NL,2013,3161
NL,2014,3528
NL,2015,3459
NL,2016,3669
NL,2017,3904
NL,2018,3971
NL,2019,4448
NL,2020,4300
NL,2021,3854
NL,2022,3669
NL,2023,3080
NL,2024,3466
NL,2025,3493
NO,1976,105
NO,1977,123
NO,1978,100
NO,1979,88
NO,1980,90
NO,1981,104
NO,1982,76
NO,1983,81
NO,1984,106
NO,1985,112
NO,1986,87
NO,1987,168
NO,1988,143
NO,1989,157
NO,1990,124
NO,1991,131
NO,1992,126
NO,1993,134
NO,1994,139
NO,1995,152
NO,1996,164
NO,1997,169
NO,1998,257
NO,1999,271
NO,2000,293
NO,2001,314
NO,2002,315
NO,2003,324
NO,2004,301
NO,2005,291
NO,2006,303
NO,2007,328
NO,2008,333
NO,2009,342
NO,2010,511
NO,2011,494
NO,2012,556
NO,2013,632
NO,2014,720
NO,2015,804
NO,2016,811
NO,2017,758
NO,2018,772
NO,2019,827
NO,2020,877
NO,2021,784
NO,2022,779
NO,2023,728
NO,2024,813
NO,2025,835
NP,1986,1
NP,1991,1
NP,1997,1
NP,1998,2
NP,1999,1
NP,2000,3
NP,2001,3
NP,2002,1
NP,2005,1
NP,2009,1
NP,2010,2
NP,2012,1
NP,2013,3
NP,2014,6
NP,2015,1
NP,2016,10
NP,2017,2
NP,2018,5
NP,2019,2
NP,2020,5
NP,2021,3
NP,2022,5
NP,2023,1
NP,2024,4
NP,2025,5
NZ,1976,35
NZ,1977,39
NZ,1978,48
NZ,1979,31
NZ,1980,60
NZ,1981,63
NZ,1982,58
NZ,1983,50
NZ,1984,71
NZ,1985,54
NZ,1986,69
NZ,1987,85
NZ,1988,72
NZ,1989,83
NZ,1990,75
NZ,1991,53
NZ,1992,64
NZ,1993,55
NZ,1994,57
NZ,1995,64
NZ,1996,86
NZ,1997,125
NZ,1998,162
NZ,1999,157
NZ,2000,160
NZ,2001,190
NZ,2002,207
NZ,2003,192
NZ,2004,213
NZ,2005,162
NZ,2006,200
NZ,2007,195
NZ,2008,201
NZ,2009,235
NZ,2010,285
NZ,2011,323
NZ,2012,355
NZ,2013,366
NZ,2014,401
NZ,2015,450
NZ,2016,435
NZ,2017,480
NZ,2018,490
NZ,2019,582
NZ,2020,580
NZ,2021,531
NZ,2022,606
NZ,2023,517
NZ,2024,586
NZ,2025,684
OM,1993,1
OM,1994,1
OM,1998,1
OM,1999,2
OM,2000,1
OM,2002,1
OM,2003,1
OM,2004,2
OM,2005,1
OM,2006,1
OM,2007,3
OM,2008,5
OM,2009,3
OM,2010,4
OM,2011,4
OM,2012,5
OM,2013,4
OM,2014,6
OM,2015,5
OM,2016,2
OM,2017,7
OM,2018,3
OM,2019,5
OM,2020,5
OM,2021,4
OM,2022,2
OM,2023,2
OM,2024,11
OM,2025,5
PA,1976,3
PA,1978,3
PA,1980,2
PA,1981,1
PA,1982,2
PA,1983,1
PA,1984,1
PA,1985,3
PA,1987,2
PA,1988,2
PA,1989,3
PA,1990,2
PA,1991,2
PA,1992,4
PA,1993,3
PA,1994,5
PA,1995,3
PA,1996,1
PA,1997,1
PA,1999,4
PA,2000,2
PA,2001,1
PA,2002,1
PA,2003,3
PA,2004,3
PA,2008,3
PA,2009,2
PA,2010,5
PA,2011,2
PA,2012,9
PA,2013,4
PA,2014,5
PA,2015,4
PA,2016,8
PA,2017,13
PA,2018,6
PA,2019,9
PA,2020,8
PA,2021,9
PA,2022,6
PA,2023,11
PA,2024,6
PA,2025,9
PE,1976,7
PE,1977,4
PE,1978,3
PE,1979,9
PE,1980,2
PE,1981,9
PE,1982,11
PE,1983,11
PE,1984,14
PE,1985,10
PE,1986,9
PE,1987,15
PE,1988,13
PE,1989,16
PE,1990,18
PE,1991,8
PE,1992,10
PE,1993,13
PE,1994,11
PE,1995,13
PE,1996,17
PE,1997,65
PE,1998,288
PE,1999,17
PE,2000,21
PE,2001,17
PE,2002,14
PE,2003,19
PE,2004,52
PE,2005,80
PE,2006,91
PE,2007,73
PE,2008,71
PE,2009,64
PE,2010,87
PE,2011,76
PE,2012,92
PE,2013,93
PE,2014,110
PE,2015,100
PE,2016,85
PE,2017,134
PE,2018,120
PE,2019,48
PE,2020,27
PE,2021,25
PE,2022,19
PE,2023,23
PE,2024,18
PE,2025,16
PG,1977,1
PG,1980,1
PG,1984,1
PG,1993,1
PG,1995,1
PG,1997,2
PG,2000,1
PG,2002,1
PG,2010,1
PG,2017,1
PG,2018,1
PG,2019,1
PH,1976,67
PH,1977,62
PH,1978,65
PH,1979,70
PH,1980,69
PH,1981,66
PH,1982,33
PH,1983,40
PH,1984,40
PH,1985,23
PH,1986,18
PH,1987,19
PH,1988,11
PH,1989,35
PH,1990,32
PH,1991,39
PH,1992,12
PH,1993,18
PH,1994,15
PH,1995,8
PH,1996,12
PH,1997,40
PH,1998,96
PH,1999,28
PH,2000,30
PH,2001,32
PH,2002,36
PH,2003,50
PH,2004,42
PH,2005,27
PH,2006,51
PH,2007,39
PH,2008,35
PH,2009,45
PH,2010,65
PH,2011,55
PH,2012,80
PH,2013,64
PH,2014,82
PH,2015,91
PH,2016,101
PH,2017,124
PH,2018,144
PH,2019,150
PH,2020,154
PH,2021,129
PH,2022,135
PH,2023,122
PH,2024,126
PH,2025,123
PK,1976,2
PK,1980,3
PK,1982,1
PK,1984,1
PK,1985,1
PK,1986,1
PK,1987,2
PK,1991,1
PK,1992,1
PK,1993,1
PK,1994,2
PK,1995,2
PK,1996,4
PK,1998,4
PK,1999,2
PK,2000,6
PK,2001,2
PK,2002,2
PK,2003,4
PK,2004,8
PK,2005,6
PK,2006,5
PK,2007,7
PK,2008,8
PK,2009,5
PK,2010,5
PK,2011,12
PK,2012,23
PK,2013,17
PK,2014,22
PK,2015,27
PK,2016,26
PK,2017,34
PK,2018,33
PK,2019,44
PK,2020,32
PK,2021,28
PK,2022,38
PK,2023,44
PK,2024,61
PK,2025,53
PL,1976,25
PL,1977,23
PL,1978,35
PL,1979,32
PL,1980,38
PL,1981,39
PL,1982,35
PL,1983,27
PL,1984,17
PL,1985,14
PL,1986,15
PL,1987,16
PL,1988,21
PL,1989,24
PL,1990,25
PL,1991,18
PL,1992,15
PL,1993,14
PL,1994,16
PL,1995,18
PL,1996,38
PL,1997,31
PL,1998,44
PL,1999,47
PL,2000,32
PL,2001,43
PL,2002,35
PL,2003,44
PL,2004,49
PL,2005,56
PL,2006,71
PL,2007,77
PL,2008,90
PL,2009,82
PL,2010,108
PL,2011,117
PL,2012,158
PL,2013,192
PL,2014,239
PL,2015,325
PL,2016,359
PL,2017,360
PL,2018,367
PL,2019,499
PL,2020,556
PL,2021,587
PL,2022,521
PL,2023,549
PL,2024,645
PL,2025,763
PN,1986,1
PS,2001,1
PS,2003,1
PS,2013,1
PS,2015,2
PS,2018,1
PS,2019,1
PS,2020,3
PS,2021,2
PS,2023,1
PS,2025,1
PT,1976,2
PT,1977,5
PT,1978,6
PT,1980,4
PT,1981,6
PT,1982,13
PT,1983,9
PT,1984,1
PT,1985,6
PT,1986,2
PT,1987,8
PT,1988,6
PT,1989,13
PT,1990,8
PT,1991,8
PT,1992,11
PT,1993,7
PT,1994,7
PT,1995,3
PT,1996,4
PT,1997,10
PT,1998,13
PT,1999,11
PT,2000,17
PT,2001,24
PT,2002,21
PT,2003,16
PT,2004,26
PT,2005,34
PT,2006,33
PT,2007,30
PT,2008,55
PT,2009,29
PT,2010,59
PT,2011,61
PT,2012,98
PT,2013,123
PT,2014,115
PT,2015,143
PT,2016,165
PT,2017,187
PT,2018,183
PT,2019,223
PT,2020,221
PT,2021,227
PT,2022,209
PT,2023,196
PT,2024,268
PT,2025,286
PW,2000,1
PW,2004,1
PY,1979,1
PY,1982,1
PY,1983,1
PY,1989,2
PY,1990,1
PY,1995,1
PY,1999,2
PY,2006,1
PY,2010,1
PY,2012,3
PY,2013,1
PY,2014,2
PY,2015,2
PY,2017,1
PY,2018,3
PY,2020,3
PY,2021,2
PY,2022,3
PY,2023,2
PY,2024,4
PY,2025,3
QA,1993,1
QA,2000,1
QA,2005,2
QA,2006,3
QA,2007,2
QA,2008,2
QA,2009,3
QA,2010,1
QA,2011,2
QA,2012,8
QA,2013,15
QA,2014,6
QA,2015,12
QA,2016,23
QA,2017,36
QA,2018,46
QA,2019,46
QA,2020,38
QA,2021,29
QA,2022,44
QA,2023,41
QA,2024,55
QA,2025,38
RO,1976,15
RO,1977,17
RO,1978,11
RO,1979,11
RO,1980,14
RO,1981,10
RO,1982,6
RO,1983,3
RO,1984,5
RO,1985,3
RO,1986,2
RO,1987,5
RO,1988,1
RO,1990,2
RO,1991,1
RO,1993,3
RO,1994,5
RO,1995,6
RO,1996,6
RO,1997,5
RO,1998,5
RO,1999,5
RO,2000,7
RO,2001,15
RO,2002,7
RO,2003,11
RO,2004,13
RO,2005,15
RO,2006,22
RO,2007,23
RO,2008,33
RO,2009,37
RO,2010,36
RO,2011,58
RO,2012,79
RO,2013,94
RO,2014,113
RO,2015,112
RO,2016,138
RO,2017,160
RO,2018,148
RO,2019,165
RO,2020,196
RO,2021,174
RO,2022,193
RO,2023,232
RO,2024,224
RO,2025,239
RS,1976,2
RS,1978,3
RS,1979,1
RS,1980,1
RS,1981,3
RS,1982,1
RS,1983,2
RS,1984,3
RS,1985,1
RS,1986,2
RS,1987,3
RS,1988,2
RS,1989,6
RS,1990,2
RS,1991,8
RS,1992,7
RS,1993,3
RS,1994,6
RS,1995,2
RS,1996,3
RS,1997,5
RS,1998,3
RS,1999,2
RS,2000,7
RS,2001,2
RS,2002,2
RS,2003,3
RS,2004,1
RS,2005,3
RS,2006,2
RS,2007,6
RS,2008,5
RS,2009,2
RS,2010,5
RS,2011,8
RS,2012,19
RS,2013,15
RS,2014,18
RS,2015,13
RS,2016,29
RS,2017,40
RS,2018,44
RS,2019,46
RS,2020,54
RS,2021,47
RS,2022,44
RS,2023,48
RS,2024,49
RS,2025,76
RU,1976,319
RU,1977,276
RU,1978,305
RU,1979,257
RU,1980,339
RU,1981,265
RU,1982,138
RU,1983,152
RU,1984,147
RU,1985,106
RU,1986,86
RU,1987,74
RU,1988,71
RU,1989,111
RU,1990,122
RU,1991,125
RU,1992,52
RU,1993,62
RU,1994,99
RU,1995,124
RU,1996,166
RU,1997,174
RU,1998,309
RU,1999,280
RU,2000,278
RU,2001,343
RU,2002,304
RU,2003,309
RU,2004,270
RU,2005,238
RU,2006,286
RU,2007,300
RU,2008,288
RU,2009,315
RU,2010,436
RU,2011,478
RU,2012,526
RU,2013,613
RU,2014,648
RU,2015,710
RU,2016,793
RU,2017,787
RU,2018,759
RU,2019,888
RU,2020,949
RU,2021,961
RU,2022,967
RU,2023,764
RU,2024,857
RU,2025,663
RW,2017,1
RW,2020,1
RW,2021,1
SA,1976,4
SA,1977,3
SA,1978,1
SA,1979,1
SA,1980,4
SA,1981,1
SA,1983,7
SA,1984,5
SA,1985,5
SA,1986,7
SA,1987,7
SA,1988,2
SA,1989,8
SA,1990,10
SA,1991,6
SA,1992,10
SA,1993,6
SA,1994,15
SA,1995,12
SA,1996,12
SA,1997,14
SA,1998,20
SA,1999,15
SA,2000,30
SA,2001,18
SA,2002,18
SA,2003,26
SA,2004,16
SA,2005,22
SA,2006,30
SA,2007,23
SA,2008,34
SA,2009,26
SA,2010,69
SA,2011,80
SA,2012,199
SA,2013,267
SA,2014,324
SA,2015,413
SA,2016,517
SA,2017,651
SA,2018,752
SA,2019,1017
SA,2020,1069
SA,2021,1341
SA,2022,1495
SA,2023,1567
SA,2024,2091
SA,2025,1657
SB,1981,1
SB,1997,1
SB,2014,1
SC,1976,6
SC,1977,2
SC,1978,1
SC,1990,1
SC,2013,1
SC,2014,2
SC,2015,2
SC,2016,2
SC,2017,1
SC,2020,4
SC,2022,1
SC,2023,1
SC,2024,2
SC,2025,3
SD,1988,1
SD,2012,1
SD,2015,1
SD,2016,2
SD,2018,1
SD,2019,1
SD,2021,1
SD,2022,1
SD,2024,1
SE,1976,2
SE,1977,3
SE,1978,456
SE,1979,643
SE,1980,907
SE,1981,869
SE,1982,807
SE,1983,713
SE,1984,787
SE,1985,895
SE,1986,968
SE,1987,1029
SE,1988,877
SE,1989,894
SE,1990,870
SE,1991,816
SE,1992,736
SE,1993,743
SE,1994,809
SE,1995,940
SE,1996,1021
SE,1997,988
SE,1998,1385
SE,1999,1583
SE,2000,1825
SE,2001,1973
SE,2002,1929
SE,2003,1755
SE,2004,1517
SE,2005,1305
SE,2006,1497
SE,2007,1415
SE,2008,1408
SE,2009,1360
SE,2010,1799
SE,2011,2127
SE,2012,2581
SE,2013,2871
SE,2014,3378
SE,2015,3352
SE,2016,3639
SE,2017,3881
SE,2018,3746
SE,2019,4041
SE,2020,4088
SE,2021,3879
SE,2022,3866
SE,2023,3652
SE,2024,4187
SE,2025,4255
SG,1976,3
SG,1977,5
SG,1978,3
SG,1980,6
SG,1981,5
SG,1982,6
SG,1983,6
SG,1984,4
SG,1985,14
SG,1986,5
SG,1987,16
SG,1988,12
SG,1989,29
SG,1990,21
SG,1991,30
SG,1992,42
SG,1993,61
SG,1994,79
SG,1995,81
SG,1996,124
SG,1997,132
SG,1998,181
SG,1999,207
SG,2000,298
SG,2001,390
SG,2002,532
SG,2003,564
SG,2004,588
SG,2005,467
SG,2006,586
SG,2007,546
SG,2008,572
SG,2009,625
SG,2010,826
SG,2011,887
SG,2012,1086
SG,2013,1102
SG,2014,1310
SG,2015,1367
SG,2016,1414
SG,2017,1480
SG,2018,1479
SG,2019,1666
SG,2020,1614
SG,2021,1567
SG,2022,1631
SG,2023,1729
SG,2024,1904
SG,2025,1963
SH,2022,1
SI,1976,5
SI,1977,4
SI,1978,8
SI,1979,7
SI,1980,12
SI,1981,4
SI,1982,3
SI,1983,5
SI,1984,10
SI,1985,7
SI,1986,2
SI,1987,8
SI,1988,12
SI,1989,7
SI,1990,9
SI,1991,7
SI,1992,6
SI,1993,10
SI,1994,14
SI,1995,9
SI,1996,16
SI,1997,10
SI,1998,24
SI,1999,16
SI,2000,24
SI,2001,26
SI,2002,18
SI,2003,21
SI,2004,27
SI,2005,19
SI,2006,29
SI,2007,31
SI,2008,18
SI,2009,29
SI,2010,33
SI,2011,41
SI,2012,55
SI,2013,48
SI,2014,60
SI,2015,54
SI,2016,82
SI,2017,81
SI,2018,94
SI,2019,107
SI,2020,116
SI,2021,108
SI,2022,124
SI,2023,97
SI,2024,99
SI,2025,111
SK,1976,16
SK,1977,15
SK,1978,14
SK,1979,11
SK,1980,10
SK,1981,12
SK,1982,8
SK,1983,6
SK,1984,3
SK,1985,11
SK,1986,2
SK,1987,16
SK,1988,10
SK,1989,13
SK,1990,9
SK,1991,11
SK,1992,7
SK,1993,6
SK,1994,7
SK,1995,4
SK,1996,3
SK,1997,7
SK,1998,10
SK,1999,20
SK,2000,15
SK,2001,4
SK,2002,19
SK,2003,19
SK,2004,10
SK,2005,4
SK,2006,10
SK,2007,15
SK,2008,15
SK,2009,23
SK,2010,42
SK,2011,30
SK,2012,28
SK,2013,30
SK,2014,50
SK,2015,59
SK,2016,52
SK,2017,75
SK,2018,74
SK,2019,106
SK,2020,110
SK,2021,100
SK,2022,111
SK,2023,111
SK,2024,113
SK,2025,102
SL,1976,3
SL,1977,3
SL,2002,3
SL,2003,3
SL,2010,1
SL,2011,1
SL,2014,1
SL,2015,2
SL,2016,3
SL,2023,1
SL,2024,1
SM,1982,1
SM,1987,2
SM,1994,1
SM,1999,1
SM,2013,2
SM,2016,1
SM,2017,2
SM,2018,1
SM,2019,1
SM,2020,1
SM,2021,2
SM,2022,13
SM,2023,3
SM,2024,4
SM,2025,7
SN,1979,1
SN,1981,1
SN,1983,1
SN,1984,1
SN,2010,2
SN,2012,1
SN,2013,2
SN,2014,1
SN,2016,1
SN,2017,1
SN,2018,1
SN,2019,1
SN,2020,1
SN,2021,2
SN,2022,2
SN,2023,2
SN,2024,2
SN,2025,3
SO,1979,1
SO,1982,1
SO,2000,1
SO,2003,1
SO,2016,1
SR,1999,1
SR,2001,2
SR,2017,1
SR,2024,1
SS,1976,1
SS,1978,1
SS,1979,1
SS,1980,1
